category,make,model,model_year,gear,fuel_type,engine_cc,mileage_km,price
van,Mitsubishi,Mini Cab,2012,Manual,Petrol,650,150000,2050000
car,Suzuki,Swift,2003,Automatic,Petrol,1300,132822,2365000
car,Honda,Grace EX,2015,Automatic,Hybrid,1500,130000,4525000
car,Suzuki,Alto,2015,Manual,Petrol,800,64000,1900000
suv,Toyota,CHR,2017,Automatic,Petrol,1500,18500,8075000
car,Suzuki,Alto Sport,2007,Manual,Petrol,800,114000,1615000
car,Suzuki,Swift RS Turbo,2017,Automatic,Petrol,1000,16350,5200000
suv,Honda,Vezel,2014,Automatic,Petrol,1500,70000,4525000
car,Toyota,Aqua X Urban,2015,Automatic,Petrol,1500,93000,4690000
car,Toyota,Vitz KSP90,2007,Automatic,Petrol,1000,126000,3235000
car,Suzuki,Alto,2015,Manual,Petrol,800,80000,1725000
car,Hyundai,Accent,2005,Manual,Petrol,1000,100000,1375000
car,Toyota,Corolla 141,2008,Automatic,Petrol,1600,132000,3150000
car,Nissan,Sunny FB15,2001,Automatic,Petrol,1500,118685,2475000
car,Nissan,Leaf,2014,Automatic,Electric,70,45000,1900000
suv,Mahindra,KUV 100 NXT,2020,Manual,Petrol,1200,132,3250000
car,Suzuki,Wagon R,2018,Automatic,Hybrid,650,26000,3875000
car,Mazda,Axela,2013,Manual,Petrol,1500,18000,2975000
car,Toyota,Allion,2012,Automatic,Petrol,1500,106000,5790000
car,Toyota,Axio,2015,Automatic,Hybrid,1500,82000,4750000
car,Toyota,Aqua,2013,Automatic,Hybrid,1500,62000,3975000
car,Perodua,Viva Elite,2012,Automatic,Petrol,1000,85000,2200000
car,Suzuki,Maruti,2006,Manual,Petrol,800,75000,1065000
car,Toyota,Vitz,2008,Automatic,Petrol,1000,72000,3350000
car,Honda,Fit GP5,2013,Automatic,Hybrid,1500,63675,3660000
van,Nissan,Vanette,2008,Automatic,Diesel,2000,133000,3890000
car,Toyota,Vitz,2018,Automatic,Petrol,1000,17000,5275000
car,Suzuki,Wagon R,2007,Manual,Petrol,650,85000,1800000
car,Chery,QQ,2007,Automatic,Petrol,800,55000,950000
car,Toyota,Premio,2018,Automatic,Petrol,1500,44000,9850000
car,Honda,Civic,2018,Automatic,Petrol,1000,29050,7600000
car,Honda,Fit Shuttle,2013,Automatic,Petrol,1500,80000,4275000
car,Nissan,FB15 Super Saloon,2003,Automatic,Petrol,1500,138000,2800000
car,Toyota,Aqua,2013,Automatic,Hybrid,1500,82600,3650000
van,Suzuki,Spacia,2017,Automatic,Petrol,650,54000,3395000
car,Suzuki,Alto,2017,Automatic,Petrol,650,28700,3275000
car,Nissan,FB15,2004,Manual,Petrol,1300,163000,2230000
car,Suzuki,Swift RS Turbo,2017,Automatic,Hybrid,1300,35000,5375000
car,Suzuki,Alto 800,2015,Manual,Petrol,800,52456,1855000
car,Suzuki,Maruti,2012,Manual,Petrol,800,70000,1295000
car,Suzuki,Maruti,2010,Manual,Petrol,800,97200,1295000
car,Mitsubishi,Lancer CS3,2011,Automatic,Petrol,1600,90762,3595000
car,Suzuki,Wagon R FZ,2015,Automatic,Petrol,650,11640,2400000
pickup,Toyota,Hilux,2007,Manual,Diesel,3000,115000,5075000
pickup,Mahindra,Bolero,2015,Manual,Diesel,2500,64000,2395000
car,Suzuki,Alto 800 LXI,2010,Manual,Petrol,800,75000,1675000
car,Suzuki,Alto 800 LXI,2015,Manual,Petrol,800,58000,1830000
car,Toyota,Premio,2007,Automatic,Petrol,1500,134500,5375000
car,Toyota,Aqua,2016,Automatic,Petrol,1500,60000,4450000
car,Toyota,Aqua X Urban,2015,Automatic,Hybrid,1300,60000,3650000
car,Suzuki,Maruti,2006,Manual,Petrol,800,36000,1055000
car,Suzuki,Wagon R FZ,2017,Automatic,Petrol,650,15850,3475000
pickup,Mahindra,Bolero Maxi Truck,2015,Manual,Diesel,2500,65000,1690000
van,Suzuki,Every,2002,Automatic,Petrol,650,135000,1550000
car,Suzuki,Swift,2017,Automatic,Petrol,1000,27850,5500000
car,Micro,Panda,2014,Manual,Petrol,1000,46758,1425000
car,Micro,Trend,2012,Manual,Petrol,1000,74000,990000
car,Suzuki,Alto,2011,Manual,Petrol,800,95000,1650000
car,Honda,Fit GP5,2014,Automatic,Hybrid,1500,112000,3500000
suv,Nissan,X-Trail,2007,Automatic,Petrol,2000,126000,4300000
car,Honda,City,2003,Manual,Petrol,1500,150000,2250000
car,Nissan,FB15,2001,Automatic,Petrol,1500,150000,2490000
car,Suzuki,Wagon R Stingray,2015,Automatic,Hybrid,650,32000,3000000
pickup,Toyota,Hilux,2007,Manual,Diesel,3000,130000,5300000
car,Toyota,Vitz Edition 3,2018,Automatic,Petrol,1000,31200,5345000
car,Suzuki,Swift Beetle,2007,Automatic,Petrol,1300,80000,2975000
van,Nissan,Super GL,2000,Automatic,Petrol,3000,190000,4700000
car,Toyota,Prius,2012,Automatic,Petrol,1800,74000,4700000
car,Hyundai,Eon,2015,Manual,Petrol,800,112000,2190000
car,Suzuki,Wagon R Stingray,2015,Automatic,Petrol,650,39000,3050000
car,Honda,City,2005,Automatic,Petrol,1500,165000,2575000
pickup,Mahindra,Bolero,2016,Manual,Diesel,2500,32145,2225000
car,Honda,Fit GP1,2013,Automatic,Hybrid,1300,92000,3290000
car,Perodua,Viva Elite Premium,2011,Automatic,Petrol,1000,45200,2450000
car,Suzuki,Wagon R,2018,Automatic,Hybrid,650,39800,3675000
car,Honda,Grace EX,2015,Automatic,Hybrid,1500,66000,4985000
car,Suzuki,Wagon R,2017,Automatic,Petrol,650,106000,3050000
car,Suzuki,Wagon R FX,2018,Automatic,Hybrid,650,30250,3380000
car,Toyota,Prius W,2011,Automatic,Petrol,1800,171500,3980000
car,Nissan,March K11,2003,Automatic,Petrol,1000,156000,1625000
pickup,Toyota,Hilux,2020,Automatic,Diesel,2800,15000,11200000
van,Suzuki,Every,2006,Automatic,Petrol,650,164798,2350000
car,Toyota,Premio,2015,Automatic,Petrol,1500,49000,8175000
car,Suzuki,Maruti,2005,Manual,Petrol,800,67000,1085000
van,Toyota,KDH 201,2013,Automatic,Diesel,3000,160000,7300000
car,Toyota,Vitz,2019,Automatic,Petrol,1000,12505,4593000
car,Suzuki,Maruti Alto,2010,Manual,Petrol,800,48000,1550000
car,Toyota,Premio,2002,Automatic,Petrol,1800,165000,3450000
car,Nissan,Sunny N17,2004,Manual,Petrol,1600,115000,2250000
car,Tata,Nano Twist,2016,Manual,Petrol,650,52000,1300000
suv,Honda,Vezel RS,2017,Automatic,Hybrid,1500,34000,7125000
van,Mazda,Brawny,2003,Manual,Diesel,2500,280000,3275000
car,Nissan,March K12,2007,Automatic,Petrol,1300,114254,2630000
car,Honda,Civic,2018,Automatic,Petrol,1000,22000,6400000
car,Honda,Fit Shuttle,2011,Automatic,Petrol,1300,180000,3350000
car,Honda,Fit Shuttle,2013,Automatic,Petrol,1300,130000,4050000
suv,Kia,Sorento,2004,Manual,Petrol,2300,90000,2650000
car,Suzuki,Maruti,2011,Manual,Petrol,800,68000,1270000
car,Suzuki,Maruti,2006,Manual,Petrol,800,62000,1075000
van,Toyota,KDH,2006,Manual,Diesel,2500,260000,5450000
car,Suzuki,Maruti 800,2006,Manual,Petrol,800,88000,1150000
pickup,Tata,Xenon,2015,Manual,Diesel,3000,115000,1550000
car,Suzuki,Ignis,2016,Automatic,Hybrid,1300,45000,4150000
van,Toyota,Dolphin,2002,Manual,Diesel,1800,100000,4450000
car,Nissan,March,2001,Automatic,Petrol,1000,147000,1725000
car,Chery,QQ,2009,Manual,Petrol,800,90000,890000
car,Toyota,Aqua,2013,Automatic,Hybrid,1500,116000,3320000
car,Suzuki,Maruti Zen,2001,Manual,Petrol,1000,112000,1025000
car,Suzuki,Wagon R Stingray,2017,Automatic,Hybrid,650,40000,3475000
car,Suzuki,Alto 800 LXI,2016,Manual,Petrol,800,30723,2200000
van,Nissan,Caravan,2007,Automatic,Diesel,3000,225000,4550000
car,Suzuki,Maruti 800,2006,Manual,Petrol,800,52000,1125000
car,Toyota,Corolla 121,2005,Automatic,Petrol,1300,99600,3175000
van,Mitsubishi,Mini Cab,2017,Automatic,Petrol,650,14410,2385000
car,Suzuki,Alto 800 LXI,2015,Manual,Petrol,800,42800,1765000
car,Zotye,Z100,2017,Manual,Petrol,1000,12800,1850000
car,Honda,Freed,2013,Automatic,Hybrid,1500,15000,5300000
car,Toyota,Allion 260,2008,Automatic,Petrol,1500,200000,4650000
car,Suzuki,Hustler,2017,Automatic,Petrol,650,50000,3000000
car,Suzuki,Swift,2003,Automatic,Petrol,1300,168000,2375000
car,Kia,Rio,2002,Manual,Petrol,1300,178000,1295000
car,Suzuki,Wagon R ,2018,Automatic,Hybrid,650,59000,3385000
car,Tata,Nano Twist,2016,Manual,Petrol,650,53000,1300000
pickup,Mitsubishi,L200 Sportero,2007,Manual,Diesel,2500,140000,5500000
van,Toyota,KR42,2007,Automatic,Petrol,1700,126000,3650000
car,Perodua,Viva Elite Premium,2012,Automatic,Petrol,1000,83800,2635000
car,Suzuki,Wagon R Stingray,2018,Automatic,Hybrid,650,42910,3640000
car,Toyota,Prius S Touring,2011,Automatic,Hybrid,1800,121000,3950000
car,Suzuki,Wagon R Stingray,2017,Automatic,Hybrid,650,29000,3575000
car,Zotye,Z100,2017,Manual,Petrol,1000,36000,1300000
suv,Mitsubishi,Montero,2012,Automatic,Diesel,2500,161000,8175000
suv,Hyundai,Santa Fe,2008,Automatic,Diesel,2200,175000,3975000
car,Toyota,Vios,2004,Manual,Petrol,1500,210000,2350000
car,Suzuki,Alto,2015,Manual,Petrol,800,33000,1995000
car,Nissan,Dayz,2015,Automatic,Petrol,650,28000,2750000
car,Honda,Grace,2015,Automatic,Hybrid,1500,69000,4900000
car,Suzuki,Swift,2003,Automatic,Petrol,1300,12000,2050000
car,Toyota,Vios,2003,Manual,Petrol,1600,155000,2550000
car,Chery,QQ,2006,Manual,Petrol,800,105000,830000
car,Mitsubishi,Lancer GLX,2006,Manual,Petrol,1300,128000,2450000
car,Suzuki,Maruti 800,2012,Manual,Petrol,800,36000,1390000
car,Micro,Trend,2009,Automatic,Petrol,1000,100000,1050000
car,Nissan,March AK12,2007,Automatic,Petrol,1300,81000,2350000
car,Suzuki,Celerio,2015,Manual,Petrol,1000,44000,2475000
van,Toyota,KDH 201 Super GL,2015,Automatic,Diesel,3000,53000,8450000
car,Micro,Trend,2008,Manual,Petrol,1100,34000,1175000
car,Suzuki,Wagon R,2017,Automatic,Petrol,650,60000,1200000
car,Suzuki,Wagon R FZ,2015,Automatic,Petrol,650,54000,3100000
car,Suzuki,Alto,2010,Manual,Petrol,650,85000,1100000
pickup,Tata,Xenon,2016,Manual,Diesel,3000,50000,1850000
suv,Mitsubishi,Montero V6,2003,Automatic,Petrol,3500,120000,6390000
car,Nissan,Sunny FB15,2000,Automatic,Petrol,1500,125000,2285000
car,Nissan,EX Saloon,2002,Manual,Petrol,1500,180000,2300000
car,Nissan,Super Saloon,2003,Automatic,Petrol,1600,260000,2350000
pickup,Mahindra,Bolero,2015,Manual,Diesel,2500,58270,2425000
van,Suzuki,Every,2016,Automatic,Petrol,650,60000,2375000
pickup,Mahindra,Bolero,2007,Manual,Diesel,2500,95100,1075000
van,Nissan,Vanette,2006,Manual,Diesel,2000,100000,3075000
car,Toyota,Vitz Edition 2,2018,Automatic,Petrol,1000,22000,5285000
car,Suzuki,Swift,2003,Automatic,Petrol,1300,118000,2100000
car,Nissan,FB15,2000,Automatic,Petrol,1500,180000,2280000
van,Suzuki,Spacia G,2018,Automatic,Petrol,650,46400,3250000
van,Suzuki,Every,2018,Automatic,Petrol,650,95000,2950000
car,Honda,Insight,2011,Automatic,Hybrid,1300,112000,3175000
car,Tata,Nano,2011,Manual,Petrol,650,230000,750000
car,Suzuki,Wagon R,2014,Automatic,Petrol,650,58000,2890000
car,Hyundai,Accent,2001,Manual,Petrol,1300,140000,1230000
car,Suzuki,Wagon R,2015,Automatic,Hybrid,650,62000,2900000
car,Suzuki,Alto,2011,Manual,Petrol,800,81000,1650000
car,Mitsubishi,Lancer CS1,2002,Manual,Petrol,1300,200000,2250000
van,Nissan,Caravan,2001,Manual,Diesel,3000,280496,4200000
van,Suzuki,Every,2017,Automatic,Petrol,650,37900,3200000
car,Datsun,Redi-GO,2017,Manual,Petrol,800,42000,1790000
car,Suzuki,Wagon R,2016,Automatic,Petrol,650,59000,2825000
van,Daihatsu,Atrai,2002,Manual,Petrol,650,195000,1625000
car,Nissan,Dayz,2016,Automatic,Petrol,650,34512,3290000
van,Toyota,KDH 201,2008,Manual,Diesel,2500,80000,6300000
car,Toyota,Prius 2nd Generation,2008,Automatic,Hybrid,1500,69000,3400000
car,Tata,Nano,2016,Manual,Petrol,650,18000,1350000
car,Toyota,Corolla,2000,Automatic,Petrol,1500,206000,2000000
van,Nissan,NV200,2010,Automatic,Petrol,1600,118300,4150000
car,Nissan,Primera,2002,Automatic,Petrol,2000,140000,2350000
suv,Mitsubishi,Montero,2001,Manual,Diesel,2800,232000,6850000
car,Toyota,Premio F EX G Superior,2018,Automatic,Petrol,1500,43000,10300000
suv,Nissan,X-Trail,2003,Automatic,Petrol,2000,139000,3350000
van,Daihatsu,Hijet,2000,Manual,Petrol,650,135325,1430000
van,Toyota,Noah,2001,Manual,Diesel,2000,195000,3850000
car,Daihatsu,Mira,2017,Automatic,Petrol,650,9446,3675000
car,Honda,Fit GP5,2013,Automatic,Hybrid,1500,81000,3790000
van,Toyota,KDH,2007,Automatic,Diesel,2500,110000,6850000
car,Toyota,Allion 240,2007,Automatic,Petrol,1800,193000,3990000
car,Suzuki,Alto,2007,Manual,Petrol,800,83000,1450000
car,Hyundai,Accent,2004,Manual,Petrol,1500,95000,1050000
pickup,Toyota,Hilux,2010,Manual,Diesel,3000,140978,4550000
van,Mitsubishi,Mini Cab,2015,Automatic,Petrol,900,144000,2350000
car,Honda,Fit Shuttle,2014,Automatic,Petrol,1300,85000,1800000
car,Toyota,Vitz,2010,Automatic,Petrol,1000,123000,3525000
car,Honda,Fit GP5,2014,Automatic,Hybrid,1500,77500,4250000
car,Toyota,Passo,2008,Automatic,Petrol,1000,112000,2800000
van,Toyota,KDH 200,2007,Automatic,Petrol,2500,35000,6200000
van,Toyota,KDH 201 Super GL,2011,Automatic,Diesel,3000,92000,7475000
car,Nissan,Bluebird,2001,Automatic,Petrol,1500,142000,2315000
pickup,Tata,Xenon,2016,Manual,Diesel,3000,101612,1495000
car,Suzuki,Swift,2004,Automatic,Petrol,1300,81150,2300000
car,Toyota,Prius,2012,Automatic,Hybrid,1800,130000,4625000
car,Suzuki,Alto,2015,Manual,Petrol,800,89000,1830000
car,Suzuki,Wagon R FZ,2014,Automatic,Petrol,650,98000,2450000
car,Chevrolet,Cruze,2004,Automatic,Petrol,1300,195000,2175000
car,Toyota,Allion 260,2007,Automatic,Petrol,1500,74976,4625000
car,Suzuki,Swift,2006,Automatic,Petrol,1300,119000,2190000
pickup,Mahindra,Bolero,2016,Manual,Diesel,1500,45283,2175000
car,Micro,Panda,2013,Manual,Petrol,1000,60000,1350000
car,Honda,Fit GP1,2015,Automatic,Hybrid,1300,95000,3425000
pickup,Mahindra,Bolero,2019,Manual,Diesel,2500,9450,2495000
pickup,Toyota,Hilux,2010,Manual,Diesel,2500,112000,6200000
car,Nissan,FB14,2000,Automatic,Diesel,1500,80000,1725000
car,Suzuki,Maruti 800,2008,Manual,Petrol,800,87000,1200000
car,Toyota,Allion 240,2002,Automatic,Petrol,1500,107960,3450000
car,Suzuki,Maruti 800,2007,Manual,Petrol,800,62000,1190000
car,Toyota,Vitz F,2017,Automatic,Petrol,1000,45000,4475000
car,Toyota,Vitz,2007,Automatic,Petrol,1000,147400,3145000
car,Suzuki,Wagon R Stingray,2015,Automatic,Hybrid,650,71000,2575000
car,Suzuki,Maruti,2007,Manual,Petrol,800,63000,1175000
car,Suzuki,Maruti 800,2003,Manual,Petrol,800,64000,925000
car,Suzuki,Maruti 800,2011,Manual,Petrol,800,52770,1275000
pickup,Mahindra,Bolero,2010,Manual,Diesel,2500,65000,1100000
car,Toyota,Aqua S Grade,2013,Automatic,Petrol,1500,130000,3550000
car,Suzuki,Maruti 800,2006,Manual,Petrol,800,126830,1165000
car,Suzuki,A-Star,2012,Manual,Petrol,1000,112000,1950000
car,Honda,Fit,2007,Automatic,Petrol,1300,11000,2450000
car,Suzuki,Alto,2010,Manual,Petrol,650,45000,1495000
car,Suzuki,Wagon R ,2003,Manual,Petrol,650,180460,1475000
car,Hyundai,Accent,2001,Manual,Petrol,1300,120000,1310000
car,Suzuki,Celerio VXI,2015,Automatic,Petrol,1000,46000,2650000
car,Nissan,FB15,2000,Automatic,Petrol,1500,233000,2200000
car,Suzuki,Celerio,2016,Automatic,Petrol,1000,35000,2450000
car,Suzuki,Alto,2016,Manual,Petrol,800,49000,2175000
car,Suzuki,Wagon R,2014,Automatic,Hybrid,650,70000,2658000
car,Micro,Trend,2013,Manual,Petrol,1000,33500,1150000
van,Daihatsu,Hijet,2003,Automatic,Petrol,650,100000,1400000
car,Toyota,Vitz,2018,Automatic,Petrol,1000,15000,5190000
car,Nissan,Primera,2001,Manual,Petrol,2000,189000,1875000
car,Suzuki,Estilo,2011,Manual,Petrol,1000,81000,1950000
car,Suzuki,Alto,2010,Manual,Petrol,800,78000,1580000
car,Hyundai,Matrix,2001,Automatic,Petrol,1500,130000,1600000
van,Micro,MPV Junior 3,2009,Manual,Petrol,1200,67000,1325000
van,Nissan,Vanette,2003,Manual,Diesel,2200,200000,3300000
van,Nissan,Vanette,2007,Automatic,Petrol,1700,127800,3150000
car,Nissan,Sunny Super Saloon,2010,Manual,Petrol,1600,190000,2850000
car,Toyota,Prius S Touring,2010,Automatic,Hybrid,1800,106000,3425000
car,Toyota,Vitz,2018,Automatic,Petrol,1000,2300,4260000
suv,Mitsubishi,Montero,2013,Automatic,Diesel,3200,73950,13300000
van,Nissan,Vanette,2005,Manual,Petrol,1800,100000,3485000
car,Honda,Fit GP5,2014,Automatic,Hybrid,1500,62000,4700000
car,Kia,Rio,2002,Manual,Petrol,1300,202551,1150000
car,Toyota,Vitz,2003,Automatic,Petrol,1000,72000,1950000
car,Toyota,Vitz,2008,Automatic,Petrol,1000,63500,3450000
car,Kia,Picanto,2016,Automatic,Petrol,1000,16000,3475000
van,Suzuki,Spacia,2016,Automatic,Hybrid,650,34000,2900000
car,Suzuki,Alto Sport,2009,Manual,Petrol,800,106300,1650000
car,Toyota,Vitz,2018,Automatic,Petrol,1000,16900,5225000
car,Toyota,Prius,2008,Automatic,Hybrid,1800,132000,2825000
car,Suzuki,Wagon R Stingray,2018,Automatic,Hybrid,650,31000,3175000
van,Toyota,KDH Super GL,2015,Automatic,Diesel,3000,1100,10500000
car,Suzuki,Wagon R Stingray,2015,Automatic,Hybrid,650,52000,2950000
car,Suzuki,Wagon R FX,2017,Automatic,Hybrid,650,300000,2750000
car,Toyota,Corolla 121,2003,Automatic,Petrol,1500,163000,3350000
suv,Toyota,Raize,2020,Automatic,Petrol,1000,1000,8450000
car,Suzuki,Alto,2009,Manual,Petrol,800,70000,1575000
van,Micro,MPV Junior 3,2013,Manual,Petrol,1100,10000,1600000
car,Toyota,Carina,2000,Automatic,Petrol,1800,150000,3100000
van,Toyota,KR42 Noah,2006,Manual,Diesel,2200,146000,3700000
van,Toyota,KDH 200 Super GL,2005,Automatic,Diesel,2500,130000,5790000
car,Suzuki,Wagon R FZ,2015,Automatic,Petrol,650,64000,2620000
pickup,Mitsubishi,L200,2010,Manual,Diesel,2500,152000,6590000
car,Mitsubishi,Lancer,2002,Manual,Petrol,1300,185000,1950000
pickup,Toyota,Hilux,2007,Manual,Diesel,2500,207595,5350000
car,Toyota,Pixis,2018,Automatic,Petrol,650,20500,2000000
car,Toyota,Premio,2013,Automatic,Petrol,1500,82000,6875000
suv,Honda,Vezel,2014,Automatic,Hybrid,1500,117000,4850000
car,Toyota,Vitz,2018,Automatic,Petrol,1000,18000,5050000
car,Honda,Fit GP1,2013,Automatic,Petrol,1300,111000,3300000
car,Suzuki,Wagon R Stingray,2018,Automatic,Hybrid,650,16500,3675000
car,Hyundai,Eon,2017,Manual,Petrol,800,40000,2100000
car,Suzuki,Maruti,2006,Manual,Petrol,800,92000,1150000
car,Toyota,Vitz,2017,Automatic,Petrol,1000,26100,4900000
suv,Hyundai,Tuscon,2011,Automatic,Petrol,2000,123000,4550000
car,Toyota,Allion,2005,Automatic,Petrol,1500,124000,4275000
car,Suzuki,Wagon R FX,2017,Automatic,Petrol,650,58000,3225000
car,Toyota,Prius,2016,Automatic,Petrol,1800,45000,5490000
car,Toyota,Axio,2015,Automatic,Petrol,1500,82000,4500000
car,Mazda,Familia,2002,Automatic,Petrol,1300,185000,1900000
car,Toyota,Corolla 121,2006,Manual,Diesel,2000,95000,3150000
car,Toyota,Vitz,2016,Automatic,Petrol,1000,18000,4600000
van,Suzuki,Spacia,2016,Automatic,Petrol,650,77000,3275000
van,Suzuki,Spacia,2016,Automatic,Petrol,650,63000,3400000
car,Honda,City,2000,Automatic,Petrol,1500,200000,2200000
car,Honda,Fit Shuttle,2014,Automatic,Petrol,1500,58000,4300000
suv,Honda,Vezel RS Sensing,2017,Automatic,Petrol,1500,52000,7300000
car,Suzuki,Alto,2017,Manual,Petrol,800,48000,2190000
car,Suzuki,Zen,2005,Manual,Petrol,1000,152000,1325000
car,Kia,Picanto,2016,Automatic,Petrol,1000,40000,3175000
car,Toyota,Axio,2008,Automatic,Petrol,1500,130000,4300000
car,Nissan,FB15 Super Saloon,2001,Automatic,Petrol,1500,118000,2190000
car,Toyota,Passo,2007,Automatic,Petrol,1000,63500,2450000
car,Micro,Panda,2013,Manual,Petrol,1000,73000,1450000
car,Suzuki,Wagon R,2018,Automatic,Petrol,650,49000,3575000
car,Suzuki,Alto 800,2014,Manual,Petrol,800,235000,1965000
pickup,Mahindra,Bolero,2011,Manual,Diesel,3000,148000,1525000
car,Suzuki,Alto,2008,Manual,Petrol,800,100000,1450000
car,Renault,KWID,2016,Manual,Petrol,800,29000,1690000
car,Toyota,Allion,2002,Automatic,Petrol,1500,138500,3440000
car,Toyota,Vitz,2008,Automatic,Petrol,1000,71612,3450000
car,Suzuki,Swift,2002,Automatic,Petrol,1300,90000,2290000
suv,Honda,Vezel,2016,Automatic,Hybrid,1500,30000,5650000
car,Suzuki,Wagon R Stingray,2015,Automatic,Hybrid,650,53000,2990000
car,Nissan,Leaf,2017,Automatic,Electric,80,9500,6750000
suv,Hyundai,Santa Fe,2001,Automatic,Petrol,2700,85000,2500000
car,Toyota,Aqua G Sport,2014,Automatic,Hybrid,1500,71000,5150000
car,Hyundai,Matrix,2006,Automatic,Petrol,1500,116000,1575000
car,Suzuki,Wagon R,2017,Automatic,Hybrid,650,39300,2650000
van,Suzuki,Every DA17,2017,Automatic,Petrol,650,53000,3275000
van,Nissan,E25,2007,Automatic,Diesel,3000,165000,4890000
car,Honda,Civic,2006,Automatic,Petrol,1500,150000,2550000
car,Toyota,Allion,2008,Automatic,Petrol,1500,156000,4290000
van,Toyota,Noah KR42,2006,Automatic,Petrol,1800,161000,3850000
van,Toyota,KDH,2007,Automatic,Diesel,2900,300000,7450000
car,Suzuki,Alto,2011,Manual,Petrol,800,75000,1675000
car,Suzuki,Alto,2011,Manual,Petrol,800,92000,1485000
car,Suzuki,Wagon R,2016,Automatic,Petrol,650,55000,3050000
car,Suzuki,Maruti,2007,Manual,Petrol,800,37500,1095000
car,Suzuki,Wagon R Stingray,2017,Automatic,Hybrid,650,39000,3625000
car,Nissan,March K11,2002,Automatic,Petrol,1000,122000,1685000
car,Nissan,N16,2002,Manual,Petrol,1500,150000,2450000
car,Toyota,Vitz,2015,Automatic,Petrol,1000,44000,4400000
car,Suzuki,Alto,2006,Manual,Petrol,800,75000,1425000
car,Suzuki,Wagon R Stingray,2014,Automatic,Petrol,650,76000,2850000
car,Chery,QQ,2006,Manual,Petrol,800,92000,875000
car,Daihatsu,Mira,2002,Automatic,Petrol,650,135000,1475000
car,Toyota,IST,2008,Automatic,Petrol,1500,80000,3975000
car,Toyota,Avanza,2010,Manual,Petrol,1300,103000,3175000
van,Daihatsu,Hijet,2002,Automatic,Petrol,1300,85000,1400000
pickup,Tata,207,2015,Manual,Diesel,3000,25200,1800000
car,Suzuki,Alto,2015,Manual,Petrol,800,56000,1985000
car,Suzuki,Maruti,2006,Manual,Petrol,800,50000,1050000
van,Suzuki,Every,2007,Manual,Petrol,650,148000,2350000
van,Suzuki,Every,2012,Automatic,Petrol,650,78500,2325000
car,Toyota,Aqua,2014,Automatic,Hybrid,1500,65000,3860000
car,Suzuki,Alto,2018,Automatic,Petrol,650,19600,2580000
car,Perodua,Viva Elite,2013,Automatic,Petrol,1000,62773,2275000
pickup,Mahindra,Bolero Maxi Truck,2012,Manual,Petrol,2500,41500,1775000
car,Suzuki,A-Star,2011,Manual,Petrol,1000,104050,1875000
car,Daihatsu,Mira,2009,Automatic,Petrol,650,90000,2575000
car,Suzuki,Maruti,2012,Manual,Petrol,800,106451,1300000
suv,Mitsubishi,Pajero,2000,Automatic,Petrol,2000,150000,925000
pickup,Toyota,Hilux Rocco,2020,Automatic,Diesel,2800,4700,16000000
car,Suzuki,Alto,2015,Manual,Petrol,800,75640,1935000
car,Toyota,Axio,2007,Automatic,Petrol,1500,149000,4000000
car,Suzuki,Alto,2015,Manual,Petrol,800,12500,1825000
car,Toyota,Vitz,2016,Automatic,Petrol,1000,43325,4450000
pickup,Nissan,Navara Aventura,2011,Manual,Diesel,2500,137000,3500000
pickup,Mahindra,Bolero Maxi Truck,2015,Manual,Diesel,2500,55000,2090000
suv,Honda,Vezel,2017,Automatic,Hybrid,1500,12642,7200000
van,Suzuki,Every,2006,Automatic,Petrol,650,99300,2295000
car,Toyota,Vitz,2007,Automatic,Petrol,1000,97750,3275000
